Tinh,Sbd,HoTen,DToan,DVan,DNgoaiNgu,DLy,DHoa,DSinh,DSu,DDia,DGdcd
Thái Bình,00036619,Lai Ngọc Thắng,5.4,7.0,7.0,,,,,,
Thái Nguyên,00036620,Huỳnh Hồng Nga,4.6,7.0,8.0,,,,,,
Đắk Lắk,00036621,Trần Hoàng Thiên,8.4,2.8,4.4,,,,,,
Gia Lai,00036622,Ngụy Tuấn Vinh,3.4,2.2,3.6,,,,4.4,,
Khánh Hòa,00036623,Đào Khởi My,6.6,4.0,2.6,,,,,,
Bình Định,00036624,Âu Minh Đăng,2.0,5.4,5.6,,,,,,
Long An,00036625,Mã Bích Hằng,2.8,5.2,7.4,,,,,,
Khánh Hòa,00036626,Vòng Hoàng Tân,8.8,5.4,9.6,,,,,,
Long An,00036627,Kiều Hồng Quyên,5.0,6.8,8.4,,,,,,
Thái Nguyên,00036628,Trình Diễm Phương,9.0,6.4,3.2,,,,,,
Quảng Ninh,00036629,Phan Hữu Phúc,2.8,6.4,8.2,,,,,,
Tây Ninh,00036630,Kim Phương Nghi,2.6,4.2,6.2,,,,,,
Thái Bình,00036631,Liêu Khánh Nguyên,2.2,3.6,3.2,,,,,,
Hải Phòng,00036632,Tôn Nữ Anh Phương,9.0,8.6,10.0,,,,9.6,,
Sơn La,00036633,Châu Thế Duy,8.8,7.4,7.0,,,,,,
Thái Bình,00036634,Quan Quang Khải,7.2,4.2,4.2,,,,,,
Trà Vinh,00036635,Thạch Thiên Tú,3.8,3.2,7.6,,,,,,
Hải Dương,00036636,Kiều Bảo Nguyên,2.4,8.0,2.6,,,,,,
Điện Biên,00036637,Hà Hoài Thu,9.8,8.4,6.4,,,,,,
Hà Tĩnh,00036638,Thiều Ánh Ngọc,6.0,9.8,2.4,,,,,,
Kon Tum,00036639,Lưu Hồng Trúc,5.0,2.0,8.4,,,,,,
Ninh Bình,00036640,Trịnh Hữu Nhân,3.0,7.0,6.6,,,,,,
Ninh Thuận,00036641,Lư Thành Công,6.4,9.8,6.8,,,,,,
Sóc Trăng,00036642,Nghiêm Mai Lan,3.2,8.0,8.8,,,,,,
Sơn La,00036643,Khưu Phước An,9.8,4.4,7.0,,,,,,
Hải Dương,00036644,Biện Kiều Phương,8.8,8.2,4.2,,,,,,
Vĩnh Phúc,00036645,Bạch Thanh Uyên,2.6,9.4,7.2,,,,,,
Ninh Thuận,00036646,Lâm Mai Thanh,5.6,8.0,4.6,,5.4,,,,
Bắc Giang,00036647,Đồng Ngọc Lan,6.0,10.0,5.8,,,,,,
Hà Giang,00036648,Trịnh Hồng Hân,4.4,9.4,3.6,,,,,,
Vĩnh Phúc,00036649,Đoàn Mạnh Khang,4.4,4.2,7.6,,,,,,
Tuyên Quang,00036650,Đường Gia Tường,5.8,2.6,8.6,,,,,,
Bạc Liêu,00036651,Lưu Trọng Khôi,3.8,6.2,3.4,,,,,,
Hậu Giang,00036652,Vương Chí Thiện,2.4,5.6,5.4,,,,,,
Cà Mau,00036653,Phạm Minh Hà,2.4,2.6,2.4,,,,,,
Khánh Hòa,00036654,Bùi Thảo Nghi,9.8,8.6,8.2,,,,,,
Trà Vinh,00036655,Triệu Thu Hoài,9.6,5.4,9.6,,,,,,
Đồng Tháp,00036656,Phùng Minh Khánh,4.0,4.8,3.4,,,,,,
Bắc Giang,00036657,Nguyễn Yến Linh,4.2,5.0,2.2,,,,,,
Thái Nguyên,00036658,Võ Anh Tú,5.8,5.4,8.4,1.6,,,,,
Sơn La,00036659,Lý Phương Trúc,2.0,4.8,5.8,,,,,,
Cần Thơ,00036660,Nhan Trọng Hoàng,10.0,4.6,8.0,,,,,,
Bình Phước,00036661,Ninh Lan Phương,4.6,3.8,4.8,,1.6,,,,
Hải Phòng,00036662,Quan Ngọc Nhung,8.4,7.8,5.2,,,,,,
Bạc Liêu,00036663,Phù Diễm My,4.0,8.0,8.2,,,,,,
Hải Dương,00036664,Văn Ngọc Phát,9.0,2.0,4.2,,,,,,
Bình Thuận,00036665,Trình Công Huy,9.8,9.6,2.8,,,,,,
Bắc Kạn,00036666,Chu Tú Uyên,3.4,9.0,4.8,,,,,,
Đắk Lắk,00036667,Quách Quỳnh Lam,4.4,7.8,5.8,,,,,,
Ninh Thuận,00036668,Mai Nhật Khoa,2.8,9.2,6.2,,2.8,,,,
Lâm Đồng,00036669,Sơn Hoàng Khang,9.4,6.8,3.6,,,,,,
Đồng Tháp,00036670,Đường Quốc Thịnh,8.8,3.8,4.4,2.0,,,,,5.6
Thừa Thiên Huế,00036671,Trịnh Hoàng Long,6.0,8.0,9.6,,,,,,
Đắk Lắk,00036672,Diệp Văn Thành,7.4,9.8,3.2,,,,,,
Hà Tĩnh,00036673,Trương Gia Minh,8.2,3.8,5.6,,,,,,
Ninh Bình,00036674,Phương Xuân Thảo,4.0,10.0,5.8,6.6,,,,,
Sóc Trăng,00036675,Lục Thanh Duy,8.0,2.0,2.2,,,,,,
Ninh Bình,00036676,Tào Hải Long,2.8,8.6,2.0,,,,,,
Trà Vinh,00036677,Diệp Văn Hải,6.8,5.2,7.2,,,,,,
Bắc Kạn,00036678,Doãn Đức Thịnh,6.0,5.0,4.8,,,,,,
Hà Tĩnh,00036679,Lại Ngọc Thúy,9.6,5.6,2.6,,,,,,
Hải Phòng,00036680,Vi Quốc Trung,3.0,8.2,4.2,,,,,,
Long An,00036681,Thiều Phương Thảo,7.4,9.8,7.8,,,,,,
Vĩnh Phúc,00036682,Tạ Thế Bảo,8.4,2.4,5.8,,,,,,
Cần Thơ,00036683,Thạch Đức Thắng,9.2,9.8,6.0,,,,,,
Hòa Bình,00036684,Đặng Gia Kỳ,2.0,9.2,2.2,,,,,,
Bến Tre,00036685,Bạch Minh Đăng,8.6,4.2,2.2,,,,,,
Kon Tum,00036686,Tào Thanh Hưng,8.8,6.0,4.0,,,,,,
Sơn La,00036687,Dư Văn Tâm,9.2,4.2,5.0,,,,,,
Bắc Ninh,00036688,Trầm Minh Khánh,8.8,2.0,7.0,,,,,,
Quảng Ngãi,00036689,Hồ Đức Nhân,8.2,2.2,5.2,,,,,,
Nghệ An,00036690,Trần Phú Lộc,7.8,4.0,3.6,,,,,,
Bắc Giang,00036691,La Trung Nhân,9.4,9.8,7.4,,,,,,
Cần Thơ,00036692,Khưu Huy Phong,4.0,5.4,4.2,,,,,,
Tây Ninh,00036693,Nhâm Thanh Trường,8.0,4.8,6.0,,,,,,
Lào Cai,00036694,Bạch Minh Vy,5.2,8.4,4.0,,,,,,
Hà Nội,00036695,Nhan Hồng Thắm,3.8,2.8,3.0,,,,,,
Kon Tum,00036696,Kim Thanh Nguyên,9.2,3.8,3.2,,,,,,
Tây Ninh,00036697,Thi Kim Thư,10.0,9.2,8.2,,,,,,
Quảng Ngãi,00036698,Mạc Quốc Đạt,5.6,6.6,2.6,,,,,,
Bà Rịa – Vũng Tàu,00036699,Đào Hoàng Phương,7.0,5.4,10.0,,,,,,
Hà Nam,00036700,Trần Thiên Ngọc,8.8,6.4,2.6,,,,,,
Trà Vinh,00036701,Mạc Gia An,5.0,7.6,9.2,,,,,,
Kon Tum,00036702,Chế Thùy Linh,5.4,8.6,5.2,,,,,,
Cà Mau,00036703,Văn Tấn Minh,8.2,8.8,6.4,,,,,,
Lào Cai,00036704,Bạch Nguyên Khánh,8.4,8.8,3.6,,,,,,
Ninh Thuận,00036705,Bạch Tú Trân,6.4,10.0,7.8,,,,,,
Quảng Ngãi,00036706,Hà Tuyết Phương,6.4,8.8,3.4,,,,,,
Phú Thọ,00036707,Diệp Tấn Phước,6.4,8.2,2.8,,,,,,
Phú Thọ,00036708,Tào Tuấn Phát,10.0,4.2,8.2,,,,,,
Bến Tre,00036709,Đồng An Thy,7.4,9.8,9.2,,,,,,
Lâm Đồng,00036710,Ôn Quang Hiếu,6.2,3.6,7.4,,,,,,
Thái Nguyên,00036711,Ninh Hoàng Kha,8.6,4.4,8.6,,,,,,
Phú Thọ,00036712,Lại Gia Ân,3.4,7.4,7.8,,,,10.0,,
Thanh Hóa,00036713,Võ Bá Thành,2.0,6.2,7.4,,,,,,
Bạc Liêu,00036714,Triệu Đức Tiến,5.6,5.2,7.2,,,,,,
Bà Rịa – Vũng Tàu,00036715,Ninh Huy Khang,4.4,7.6,5.0,,,,,,
Cao Bằng,00036716,Chung Anh Hiếu,10.0,3.8,7.4,,,,,,
Thái Nguyên,00036717,Đàm Gia Kiên,2.2,6.4,5.4,,,,,,
Quảng Ninh,00036718,Triệu Duy Hoàng,9.8,9.0,9.0,,,,,,
Gia Lai,00036719,Tô Đông Nghi,7.8,9.8,5.6,,,,,,
Hà Nam,00036720,Đồng Nhật Quỳnh,5.4,3.2,4.2,,,,,,
An Giang,00036721,Đường Nhân Kiệt,2.2,8.4,2.8,,,,,,
Phú Yên,00036722,Chu Thùy Vân,5.6,2.8,6.0,,,,,,
Hòa Bình,00036723,Phương Bích Trân,2.2,6.6,8.2,,,,,,
Bà Rịa – Vũng Tàu,00036724,Lý Triệu Vy,3.6,8.6,9.2,,,,,,
Bình Định,00036725,Mạch Tú Nhi,7.4,6.2,9.4,,,,,,
Bà Rịa – Vũng Tàu,00036726,Cao Minh Phương,4.4,9.2,6.8,,,,,,
Thanh Hóa,00036727,Đoàn Tâm Đoan,3.8,5.2,3.6,,,,,,
Quảng Nam,00036728,Trần Quang Anh,6.8,9.6,2.4,,,,,,
Phú Yên,00036729,Hoàng Kiều Phương,3.6,4.2,6.4,,,,,,
Hải Phòng,00036730,Nguyễn Ngọc Huy,2.0,5.8,5.6,,,,,,
Bình Thuận,00036731,Hàng Bảo Thư,6.6,4.8,9.8,0.4,,,,,
Kiên Giang,00036732,Lâm Gia Khánh,2.8,7.6,6.0,,,,,,
An Giang,00036733,Hồ Bảo Tiên,5.4,8.2,5.2,,,,,,
Hậu Giang,00036734,Khổng Trọng Tấn,10.0,9.0,7.0,,,,,,
Hà Nam,00036735,Khổng Huyền Trang,6.4,4.6,4.8,,,,6.4,,
Hưng Yên,00036736,Khổng Thành Khang,5.2,5.8,10.0,,,,,,
Quảng Bình,00036737,Phùng Thanh Thương,7.2,2.2,8.6,,,,,,
Hải Phòng,00036738,Đồng Đức An,7.0,2.0,10.0,,,,,,
An Giang,00036739,Bùi Hà Thanh,2.4,10.0,4.0,,,,,,
Thành phố Hồ Chí Minh,00036740,La Gia Vinh,2.8,8.0,5.2,,,,,,
Lạng Sơn,00036741,Đỗ Thế Hưng,5.4,10.0,4.8,,,,,,
Cà Mau,00036742,Danh Thảo Trinh,8.4,7.0,5.4,,,,,,
Thái Nguyên,00036743,Thi Việt Thắng,4.0,2.4,8.8,,,,,,
Tuyên Quang,00036744,Tô Ngọc An,4.4,8.0,10.0,,,,,,
Long An,00036745,Cao Văn Phú,3.0,3.8,2.6,,,,,,
Bình Dương,00036746,Hàng Huy Phong,9.4,4.4,9.2,,,,,,
Hậu Giang,00036747,Đinh Bảo Khang,2.2,8.4,7.2,,,,,,
Trà Vinh,00036748,Sơn Tường Lam,4.2,2.2,9.2,,4.4,,,,
Tiền Giang,00036749,Tống Hải Anh,7.0,5.0,7.8,,,,,,
Hà Giang,00036750,Khưu Kỳ Anh,7.8,9.4,8.8,,,,,,
Bắc Ninh,00036751,Tăng Bảo Thư,9.4,4.2,4.2,,,,,,
Lâm Đồng,00036752,Trình Phát Tài,5.6,3.4,4.2,,,,,,
Sơn La,00036753,Ôn Tuấn Đạt,7.2,9.8,8.0,,,,,,
Kon Tum,00036754,Bùi Nhựt Hào,8.0,9.2,5.8,,,,,,
Ninh Thuận,00036755,Trịnh Ngọc Lâm,3.6,8.4,4.8,,,,,,
Lạng Sơn,00036756,Huỳnh Minh Tâm,4.8,2.2,6.8,,,,,,
Hà Tĩnh,00036757,Lê Thanh Thủy,5.2,3.0,3.6,,,,,,
Quảng Ninh,00036758,Kiều Tường Vân,9.0,4.0,5.8,,,,,,6.4
Bạc Liêu,00036759,Lương Nhật Anh,7.8,9.2,10.0,,,,,,
Vĩnh Phúc,00036760,Đàm Duy Khánh,3.6,8.0,2.6,,,,,,
Đắk Nông,00036761,Bùi Thanh Thy,7.8,6.2,8.2,,,,,,
Hưng Yên,00036762,Chu Huỳnh Hương,2.0,10.0,8.0,,,,,,
Bắc Ninh,00036763,Mạc Kiều Trinh,3.2,2.2,4.0,,,,,,
Vĩnh Phúc,00036764,Thiều Mỹ Trang,3.6,3.6,7.0,,,,,,
Thái Nguyên,00036765,Doãn Gia Phước,7.4,6.6,5.4,,,,,,
Bình Phước,00036766,Đàm Khánh Duy,6.8,5.6,4.2,,,,,,
Hòa Bình,00036767,La Thanh Phương,7.8,9.4,8.6,,,,,,
Hà Nam,00036768,Võ Như Uyên,2.6,3.2,6.8,,,,,,
Quảng Bình,00036769,Vũ Hoàng Ân,5.8,8.2,2.0,,,,,,
Vĩnh Long,00036770,Dương Minh Khoa,7.6,8.8,8.2,,,,,,
Cà Mau,00036771,Trà Bình Minh,5.0,2.0,6.0,,,,,,
Ninh Bình,00036772,Mạch Kiều Vy,3.0,4.8,4.0,,,,,,
Bạc Liêu,00036773,Nhâm Tiểu My,4.6,9.4,10.0,,,,,,
Thái Bình,00036774,Chung Lê Vy,2.0,5.6,5.6,,,,,,
Ninh Thuận,00036775,Châu Bảo Phương,4.0,5.2,9.0,,,,,,
Sóc Trăng,00036776,Doãn Thanh Thư,8.6,2.6,5.8,,,,,,
Long An,00036777,Tống Đức Thắng,9.8,5.8,7.2,,,,,,
Quảng Nam,00036778,Vũ Hồng Gấm,6.6,6.6,9.0,,,,,,
Thanh Hóa,00036779,Tôn Nữ Lan Vy,4.6,7.8,3.8,,,,,7.4,
Ninh Thuận,00036780,Tào Trường Khang,6.0,3.4,4.2,,,,,,
Vĩnh Long,00036781,Cao Anh Tú,10.0,2.2,4.0,,,,,,
Quảng Ninh,00036782,Trịnh Minh Phát,9.8,10.0,8.4,,,,,,
Nam Định,00036783,Đậu Ánh Như,6.6,7.0,2.0,,,,,,
Hải Dương,00036784,Dương Thanh Khang,6.2,4.4,6.6,,,,,,
Bình Dương,00036785,Lai Diệu Hiền,4.8,6.4,9.4,,,,,,
Ninh Thuận,00036786,Phương Bích Ngọc,5.0,5.4,9.8,,,,,,
Hà Tĩnh,00036787,Từ Kiều My,8.0,4.4,6.0,,,,,,
Trà Vinh,00036788,Nhâm Thanh An,3.6,8.0,5.2,,,,,,
Thái Bình,00036789,Đồng Hoàng Khải,8.4,5.8,9.8,,,,,,
Hải Phòng,00036790,Lương Thảo Ngân,8.2,3.2,9.8,,,,,,
Bắc Giang,00036791,Tô Bảo Châu,3.8,9.0,6.8,,,,,,
Quảng Ngãi,00036792,Thân Thuận Thiên,10.0,3.8,5.8,,,,,,
Vĩnh Long,00036793,Huỳnh Thu Hoài,3.0,4.2,6.8,9.4,,,,,
Hải Dương,00036794,Âu Hồng Gấm,2.4,2.0,4.4,,,,,,
Bến Tre,00036795,Vũ Bảo Hưng,5.0,2.2,4.2,,,,,,
Bắc Giang,00036796,Danh Khánh Tiên,2.0,3.4,2.0,,,,,,
Đắk Lắk,00036797,Tô Mai Trâm,4.2,2.4,7.4,,,,,,
Quảng Bình,00036798,Thạch Minh Lộc,2.4,8.0,7.4,,,,,,
Nam Định,00036799,Phan Đức Minh,3.4,7.4,9.8,,,,,,
Đắk Nông,00036800,Đào Lan Thanh,4.4,5.6,4.6,,,,,,
Bến Tre,00036801,Nghiêm Thùy Trân,5.2,8.2,10.0,,,,,,
Vĩnh Long,00036802,Thân Thiên Thanh,7.6,7.4,5.0,,,,,,
Quảng Trị,00036803,Lâm Hoàng Phước,6.2,8.0,7.0,,,,8.6,,
Nam Định,00036804,Lý Duy Hưng,7.6,3.2,2.2,,,,,,
Lai Châu,00036805,Diệp Phú Thành,4.2,5.0,7.4,,,,,,
Hà Tĩnh,00036806,Châu Kim Phương,9.8,2.4,3.4,,,,,,
Cà Mau,00036807,Tôn Thất Trường Sơn,5.4,5.6,5.8,,,,,,
Ninh Thuận,00036808,Ôn Sơn Tùng,7.0,3.0,7.2,,,,9.6,,
Bắc Kạn,00036809,Mã Mai Trâm,4.2,4.2,4.6,,,,,,
Nam Định,00036810,Đinh Trung Quân,9.6,4.6,4.6,,,,,,
Bình Định,00036811,Kim Hương Quỳnh,2.6,3.2,5.6,,,,,,
Bình Phước,00036812,Văn Ý Nhi,2.2,7.6,3.0,,,,,,
Gia Lai,00036813,Đồng Văn Tiến,5.6,5.6,7.8,,,,,,
Đà Nẵng,00036814,Đoàn Phúc Huy,8.8,8.0,5.2,,,,,,
Đắk Lắk,00036815,Viên Sơn Tùng,5.2,5.8,6.4,,,,,,
Hưng Yên,00036816,Tào Xuân Phương,7.0,5.8,3.2,,,,,,
An Giang,00036817,Ông Tuấn Hùng,9.6,9.4,4.0,,,,,,
Bến Tre,00036818,Vương Xuân Trường,6.6,9.4,4.8,,,,,,
Ninh Bình,00036819,Tôn Nữ Tường Anh,9.8,8.6,9.4,,,,,,
Bắc Kạn,00036820,Đoàn Kim Huyền,2.6,4.6,8.6,,,,,,
Hậu Giang,00036821,Mã Xuân Bách,3.8,7.2,8.2,,,,,,
Đắk Lắk,00036822,Tôn Nữ Hồng Phong,4.4,6.0,8.6,,,,,,
Quảng Ngãi,00036823,Tôn Nữ Ái Vy,8.6,3.4,7.4,,,,,,
Phú Yên,00036824,Tiêu Nhật Linh,3.0,6.0,5.8,,,,,,
Đồng Nai,00036825,Kiều Quỳnh Phương,8.2,8.2,9.0,,,,,,
Lạng Sơn,00036826,Lục Việt Anh,7.6,4.0,6.8,,,,,,
Yên Bái,00036827,Lưu Trúc Lâm,9.8,9.4,3.6,,,,,,
Đắk Lắk,00036828,La Xuân Hương,3.2,9.2,8.0,,,,,,
Đắk Lắk,00036829,Vương Chí Nguyên,2.4,4.6,2.0,,,,,,
Bạc Liêu,00036830,Kiều Phước Thiện,7.6,4.0,3.2,,,,,,
Lai Châu,00036831,Tạ Kim Hoàn,3.6,8.4,5.8,,,,,,
Thanh Hóa,00036832,Tống Minh Đan,3.2,6.0,8.6,,,,,,
Phú Yên,00036833,Doãn Đình Khoa,7.4,3.8,2.6,,,,,,
Thái Bình,00036834,Kiều Quang Nhật,5.2,7.4,8.0,,,,,,
Thừa Thiên Huế,00036835,Trầm Khánh Nguyên,5.4,7.4,2.8,,,,,,
Trà Vinh,00036836,Quách Anh Hiếu,5.0,4.4,4.6,,,,,,
Đắk Lắk,00036837,Vòng Phương Lam,4.0,9.8,7.6,,,,,,
Thái Bình,00036838,Thiều Hồng Anh,3.8,4.0,5.2,,,,,,
Quảng Ninh,00036839,Tôn Hồng Thy,6.6,6.6,9.4,,,,,,
Ninh Thuận,00036840,Phương Nhật Hạ,9.4,4.4,2.6,,,,,,
Hòa Bình,00036841,Tiêu Nguyệt Nhi,3.4,4.6,6.4,,,,,,
Hà Nam,00036842,Phùng Minh Quốc,2.8,2.0,4.4,8.6,,,,,
Bắc Giang,00036843,Thi Thiên Lộc,8.0,4.4,4.4,,,,,,
Đồng Tháp,00036844,Trà Thảo Ngân,4.6,7.4,6.2,,,,,,
Bình Định,00036845,Võ Bảo Nghi,4.0,4.2,6.4,,,,,,
Long An,00036846,Thân Tấn Khang,6.4,8.8,8.2,,,,,,
Quảng Nam,00036847,Phan Tấn Duy,3.2,8.4,8.2,,,,4.8,,
Khánh Hòa,00036848,Lục Gia Hòa,2.0,4.0,8.8,,,,,,
Cần Thơ,00036849,Nguyễn Chí Huy,9.6,8.0,8.4,,,,,,
Phú Yên,00036850,Võ Gia An,9.4,9.4,9.2,,,0.6,,,
Bình Định,00036851,Nhan Kim Thảo,2.6,2.6,7.4,,,,,,
Bạc Liêu,00036852,Chu Khánh Tâm,3.0,9.4,7.0,,,,,,
Gia Lai,00036853,Danh Anh Thư,3.0,3.0,9.2,,,,,,
Thành phố Hồ Chí Minh,00036854,Tạ Uyển Nhi,4.8,4.8,3.4,,,,,,
Ninh Bình,00036855,Trịnh Nam Long,7.8,2.0,2.8,,,,,,
Ninh Bình,00036856,Tiêu Phương Thùy,9.4,5.8,7.6,,,,,,
Quảng Ngãi,00036857,Ngụy Xuân Yến,7.4,3.0,4.6,,,,,,
Hải Phòng,00036858,Đàm Như Nguyệt,7.6,4.6,8.6,,,,,,
Hà Nội,00036859,Biện Phương Lan,6.2,9.6,4.0,,,,,,
Tiền Giang,00036860,Triệu Thanh Mai,2.8,3.0,5.0,,,,,,
Thanh Hóa,00036861,Tôn Nữ Anh Tú,8.8,4.0,10.0,,,,,,
Lạng Sơn,00036862,Kim Bảo Quyên,2.4,9.0,6.4,,,,,,
Hà Nội,00036863,Lê Bảo Kha,9.0,6.2,5.6,,,,,8.4,
Đồng Tháp,00036864,Tống Việt Hà,9.8,6.8,8.0,,,,,,
Quảng Nam,00036865,Giang Thanh Hải,7.0,4.8,7.4,,,,,,
Bình Phước,00036866,Phương Tuấn Nam,2.6,9.0,4.2,,,,,,
Long An,00036867,Khổng Đức Hòa,8.4,10.0,4.2,,,,,,
Lạng Sơn,00036868,Trà Ngọc Tài,2.8,2.6,4.8,,,,,,
Hậu Giang,00036869,Lã Hà An,6.4,2.0,9.6,,,,,,
An Giang,00036870,Phan Mỹ Hiền,4.6,6.6,9.2,,,,,,
Hải Dương,00036871,Trương Khánh Băng,5.8,3.6,5.2,,,,,,
Trà Vinh,00036872,Âu Tố Như,9.8,2.6,9.0,,,,,,
Bà Rịa – Vũng Tàu,00036873,Phan Minh Thy,5.6,4.6,4.6,,,,,,
Nam Định,00036874,Châu Ngọc Thịnh,4.8,8.4,5.4,,,,,,
Vĩnh Phúc,00036875,Thiều Anh Tú,3.4,8.8,3.2,,,,,,
Cao Bằng,00036876,Mã Uyển Nhi,7.2,3.2,4.2,,,,,,
Quảng Ngãi,00036877,Trang Trúc Ngân,5.4,8.0,10.0,,,,,,
Sơn La,00036878,Thân Trọng Phúc,7.0,4.4,8.0,,,,,,
Quảng Ninh,00036879,Mai Quốc An,4.2,7.0,7.8,,,,,,
Hà Giang,00036880,Biện Phương Lan,9.2,6.8,4.8,,,,,,
Kiên Giang,00036881,Tiêu Gia Hy,9.0,4.0,6.4,,,,,,
Phú Yên,00036882,Lã Thanh Tài,6.0,7.6,3.2,,,,,,
Bắc Ninh,00036883,Ông Quang Duy,8.4,5.4,5.6,,,,,,
Bạc Liêu,00036884,Diệp Đức Trung,6.6,6.0,9.2,,,,,,
Cao Bằng,00036885,Dương Kim Anh,3.0,4.4,10.0,,,,,,
Bình Định,00036886,Nhâm Lan Nhi,6.4,9.8,2.8,,,,,,
Lâm Đồng,00036887,Hồ Mạnh Hùng,7.0,6.0,2.0,,,,,,
Tây Ninh,00036888,Đỗ Khánh Hoàng,7.8,6.2,5.4,,,,,,
Điện Biên,00036889,Phan Gia Bình,2.2,6.4,10.0,,,,,,
Cao Bằng,00036890,Cù Anh Nguyên,7.4,2.2,8.0,,,,,,
Gia Lai,00036891,Tô Thanh Nga,8.2,3.4,6.0,,,,,,
Bắc Kạn,00036892,Đinh Đức Minh,4.2,3.4,5.8,,,2.0,,,
Bà Rịa – Vũng Tàu,00036893,Bùi Khánh Hân,7.6,6.8,7.4,,,,,,
Nghệ An,00036894,Hồ Tấn Lộc,8.8,8.6,9.6,,,,,,
Hải Dương,00036895,Phương Hiếu Nhân,6.2,3.2,9.2,,,,,,
Bắc Ninh,00036896,Thạch Kim Huyền,2.6,7.8,6.2,1.2,,,,,
Bà Rịa – Vũng Tàu,00036897,Danh Phương Trang,5.8,6.4,7.2,,,,,,
Ninh Thuận,00036898,Khưu Thùy Vy,4.0,6.2,8.2,,,,,,
Vĩnh Phúc,00036899,Lê Thanh Kiều,2.4,3.6,2.4,,,,,,
Cao Bằng,00036900,Nguyễn Trung Kiên,7.6,5.6,6.6,,,,,,
Đồng Nai,00036901,Ôn Ngọc Nguyên,6.4,4.0,3.8,,,,,,
Lai Châu,00036902,Đồng Thành Nhân,2.0,6.2,3.6,,,,,,
Hà Tĩnh,00036903,Tất Trúc Quỳnh,5.6,7.8,9.6,,,,,,
Đà Nẵng,00036904,Lữ Tâm Nhi,5.6,4.8,8.6,,,,,,
Thừa Thiên Huế,00036905,Hà Minh Thư,5.2,2.2,6.8,,,,,,
Cao Bằng,00036906,Hà Tấn Đức,4.4,2.8,2.4,,,,,,
Đắk Lắk,00036907,Triệu Bội Linh,9.2,2.6,7.4,,,,,,
Thái Nguyên,00036908,Đậu Minh Châu,2.0,2.2,7.2,,0.6,,,,
Đắk Nông,00036909,Lưu Hữu Nhân,4.2,9.2,9.6,,,,,,
Quảng Ninh,00036910,Bành Kim Tuyền,2.0,4.4,8.6,,,,,,
Sơn La,00036911,Hồ Hoàng Hiệp,8.0,7.2,2.4,,,,,,
Hà Giang,00036912,Lữ Đức Nhân,7.2,8.6,6.2,,,,,,
Thái Bình,00036913,Lưu Thảo Nguyên,3.0,4.6,10.0,,,,,,
Bến Tre,00036914,Hà Nhã Thy,5.8,6.2,2.2,,,,,,
Đồng Tháp,00036915,Biện Đức Nam,4.0,4.0,9.6,,,10.0,,,7.6
Tuyên Quang,00036916,Phùng Khải Minh,7.6,4.0,8.8,,,,,,
Gia Lai,00036917,Mạch Tuyết Nghi,6.8,5.2,5.2,,,,,,
Thành phố Hồ Chí Minh,00036918,Ngụy Minh Hòa,6.8,3.6,8.8,,,,,,
Lạng Sơn,00036919,Dương Minh Tuyết,4.6,2.0,2.0,,,,,,
Hà Nội,00036920,Chu Mỹ Duyên,9.8,4.6,9.2,,,,,,
Cà Mau,00036921,Đàm Huy Khánh,5.4,9.4,4.4,,,,,,
Hải Dương,00036922,Chế Đình Phong,5.4,5.0,3.2,,,,,,
Hưng Yên,00036923,Biện Trung Đức,7.0,9.4,5.4,,,,,,
Đắk Nông,00036924,Huỳnh Kim Phụng,8.4,9.6,3.8,,,,,,
Đồng Nai,00036925,Vi Ngọc Hồng,8.0,9.4,3.0,,,,,,
Lâm Đồng,00036926,Vũ Xuân Huy,6.8,9.0,8.8,,,,,,
Hậu Giang,00036927,Triệu Văn Khoa,4.0,9.0,7.6,,,,,,
Đắk Lắk,00036928,Liêu Nhã Uyên,2.6,3.2,5.6,,,,,,
Thái Nguyên,00036929,Giang Hồng Liên,4.2,9.2,5.8,,,,,,
Hà Nam,00036930,Chung Thanh Trọng,8.6,8.6,9.8,,,,,,
Bà Rịa – Vũng Tàu,00036931,Trầm Minh Hùng,5.0,5.4,6.6,,,,,,
Bắc Ninh,00036932,Chung Thành Trí,9.8,2.8,3.0,,,,,,
Cần Thơ,00036933,Tạ Thế Hiển,8.6,2.4,3.2,,,,,,
Hà Tĩnh,00036934,Mạch Mỹ Khanh,4.4,9.0,4.8,,,,,,
Yên Bái,00036935,Tô Thái Hưng,8.4,4.4,7.0,,,,,,
Vĩnh Long,00036936,Quan Trung Hải,9.6,7.4,2.8,,,,,,
Sơn La,00036937,Quách Thị Hiền,3.0,4.4,4.8,,,,,,
Bà Rịa – Vũng Tàu,00036938,Lý Phú Khang,2.0,9.6,4.2,,,,,,
Hưng Yên,00036939,Ôn Khánh Băng,5.6,4.8,7.2,,,,,,
Tây Ninh,00036940,Quách Kim Hồng,3.6,7.0,3.0,,,,,,
Thanh Hóa,00036941,Vũ Thành Danh,8.4,7.8,8.4,,,,,,
Hải Dương,00036942,Cao Hoàng Nguyên,6.8,8.8,6.6,,,,,,
Đà Nẵng,00036943,Lã Minh Tuyền,6.0,6.4,9.0,,,,,,
Bà Rịa – Vũng Tàu,00036944,Hà Mỹ Ngọc,9.6,10.0,5.4,,,,,,
Cà Mau,00036945,Tiêu Duy Khoa,9.0,5.6,6.4,,,,,,
Nam Định,00036946,Lê Hải Hà,7.6,8.4,4.4,,,,,,
