Tinh,Sbd,HoTen,DToan,DVan,DNgoaiNgu,DLy,DHoa,DSinh,DSu,DDia,DGdcd
Sóc Trăng,00047110,Từ Thu Nga,4.8,9.2,5.4,7.0,,,,,9.0
Hà Nội,00047111,Viên Thanh Phúc,2.8,5.6,6.8,,,,,,
Bến Tre,00047112,Thái Uyên Trang,8.0,2.0,4.8,,,,,,
Hà Nội,00047113,Nhâm Ngọc Phúc,5.2,10.0,2.0,,,,,,
Thanh Hóa,00047114,Đào Hồng Minh,8.8,7.8,8.6,,,,,,
Bình Phước,00047115,Mã Hoàng Sơn,2.0,6.6,9.4,,,,,,
Ninh Bình,00047116,Viên Ánh Như,5.0,5.6,9.2,,,,,,
Bình Định,00047117,Lã Kỳ Anh,6.4,9.8,9.8,,,,,,
Thành phố Hồ Chí Minh,00047118,Ngụy Tiến Anh,6.2,5.2,9.6,,,,,,
Bình Thuận,00047119,Liêu Uyên Vy,4.0,6.8,6.2,,,,,,
Ninh Bình,00047120,Hứa Thiên Ý,2.0,2.2,2.6,9.8,,,,,
Quảng Ninh,00047121,Ôn Công Huy,7.6,3.2,3.4,,,,,,
Sóc Trăng,00047122,Phùng Thiên Minh,3.2,4.4,2.0,,,0.4,9.4,,
Lai Châu,00047123,Đoàn Anh Minh,9.8,4.2,7.8,,,6.6,,,
Phú Thọ,00047124,Bành Mạnh Hùng,4.2,6.0,4.0,,1.0,2.8,,,9.2
Hà Nam,00047125,Bành Quang Huy,5.6,2.6,3.8,,,,,,
An Giang,00047126,Văn Hoàng Sơn,5.4,7.0,7.0,,,,,,
Đắk Lắk,00047127,Chung Mạnh Cường,8.6,4.4,2.2,4.6,,9.6,,,
Đồng Nai,00047128,Doãn Gia Ân,6.0,8.2,4.8,,,,,,6.8
Long An,00047129,Ngô Thiên Quốc,8.2,7.4,3.2,,,,4.8,,
Lạng Sơn,00047130,Lại Tuấn Huy,3.8,4.4,7.2,,,3.4,,,
An Giang,00047131,Vi Đình Hiếu,6.4,4.8,3.8,,,,,,
Sóc Trăng,00047132,Thái Ái My,5.4,7.4,4.0,,,,,,
Bình Định,00047133,Quan Kim Tiền,9.2,8.8,9.0,,,,9.4,4.8,
Bến Tre,00047134,Quan Minh Tú,4.0,4.8,7.2,,,,,,
Phú Yên,00047135,Võ Hoàng Thịnh,5.6,9.4,8.2,,,,,,
Nghệ An,00047136,Mai Huệ Mẫn,3.0,6.0,4.0,,,,,,
Tây Ninh,00047137,Lưu Thu Hằng,10.0,2.4,9.4,7.8,,,,,
Điện Biên,00047138,Chế Thùy Trân,9.4,2.6,2.0,,,,,,
Gia Lai,00047139,Đoàn Duy Mạnh,2.0,7.0,3.0,,,,,,
Điện Biên,00047140,Khổng Anh Tài,8.4,5.8,4.2,,,,,,
Hậu Giang,00047141,Nguyễn Thanh Vũ,8.0,7.4,5.2,3.0,,,,,
Lai Châu,00047142,Kiều Cẩm Ly,7.8,6.6,8.2,,,,,,
Bình Dương,00047143,Tăng Thu Thảo,6.2,3.0,8.0,,6.2,,,,
Phú Thọ,00047144,Cù Lê Khang,8.0,3.2,5.6,,,,,,
Vĩnh Long,00047145,Lý Khôi Nguyên,3.0,2.8,2.8,,,,,,
Cần Thơ,00047146,Thân Thanh Trà,5.4,9.2,8.4,,7.4,,,,
Bình Định,00047147,Trịnh Tuấn Khoa,8.0,5.0,2.0,,,,,,
Đắk Lắk,00047148,Tô Quốc Anh,10.0,8.0,9.0,,,,3.2,,
Hòa Bình,00047149,Chu Đức Tín,7.0,2.4,2.6,2.8,,,,,
Sóc Trăng,00047150,Vương Bảo Hoàng,5.0,2.0,5.6,,,,,,
Lào Cai,00047151,Chu Minh Châu,9.6,3.8,5.4,,,,,,
Nam Định,00047152,Văn Trọng Tín,5.2,2.2,3.0,,,,1.0,,5.0
Lai Châu,00047153,Đường Phương Ngọc,6.6,9.6,2.4,,,,,,
Long An,00047154,Lý Minh Thùy,2.0,3.2,8.6,,,,0.4,,
Trà Vinh,00047155,Diệp Thanh Sơn,7.4,3.8,8.0,,,,,,
Hưng Yên,00047156,Lương Phúc Thiên,2.4,2.2,5.6,0.4,,,,,
Nghệ An,00047157,Lã Kỳ Anh,2.8,5.6,2.4,,,,,,
Tuyên Quang,00047158,Kiều Kim Dung,3.2,6.6,8.0,,,,,,
Lào Cai,00047159,Giang Nhật Anh,5.0,5.4,7.6,,,,0.8,,
Kon Tum,00047160,Chu Khả Vy,3.6,6.2,3.2,,,,,,
Vĩnh Phúc,00047161,Chu Mỹ Hà,3.8,4.2,3.2,,,,,,
Tuyên Quang,00047162,Cù Tuấn Vũ,3.4,8.2,9.2,,,,,,
Bình Phước,00047163,Phương Gia Phước,3.6,9.2,3.6,,,,,,5.0
Kiên Giang,00047164,Vũ Kim Xuân,4.6,4.8,9.2,2.8,,,,10.0,
Hải Phòng,00047165,Tiêu Mỹ Lan,9.4,7.0,8.0,,7.4,,,,
Thái Nguyên,00047166,Tô Minh Nhật,5.4,3.8,4.4,,,,,,
Đồng Tháp,00047167,Nhâm Quang Đạt,8.8,4.2,5.4,,,,,,
Thái Bình,00047168,Dương Khánh Trân,4.0,4.0,8.4,,,4.8,,,
Bình Thuận,00047169,Nhan Anh Đức,7.6,9.8,8.4,,,,,,
Hậu Giang,00047170,Đặng Ngân Hà,7.2,5.8,6.0,,,,,,
Đà Nẵng,00047171,Đồng Quang Trường,4.2,5.8,6.6,,,,,,
Điện Biên,00047172,Trầm Đình Nguyên,5.4,9.0,4.8,,,,,,
Bắc Kạn,00047173,Tạ Bội Nghi,7.4,4.4,5.6,,,,,,
Ninh Thuận,00047174,Vũ Thanh Chúc,6.2,9.6,6.4,,0.4,,,,
Ninh Thuận,00047175,Triệu Bảo Khánh,6.4,6.6,6.4,,,6.0,,,
Hòa Bình,00047176,Ông Mỹ Trinh,6.8,6.6,3.4,,,,,,
Cao Bằng,00047177,Bạch Tiến Phát,2.0,3.0,10.0,,,,,,
Bình Định,00047178,Đoàn Hồng Phong,9.4,6.2,2.6,,,,,,
Bình Dương,00047179,Đào Quốc Toàn,7.0,8.8,6.6,,,,,,
Phú Yên,00047180,Sơn Gia Anh,6.2,6.0,3.0,,,,,,
Nghệ An,00047181,Trầm Minh Phương,3.6,7.6,7.0,,,,,,
Ninh Bình,00047182,Ngụy Trung Tín,2.0,4.6,8.4,,,,,,
Tiền Giang,00047183,Hồng Phúc Khang,9.6,6.2,5.4,,,,,,
Quảng Nam,00047184,Lữ Hương Quỳnh,5.0,5.6,4.6,,,,,,2.8
Lâm Đồng,00047185,Khổng Dạ Thảo,7.2,2.2,7.8,,,,,,
Hải Phòng,00047186,Liêu Kiều Trinh,9.4,6.4,8.8,,,,,,
Lâm Đồng,00047187,Ngụy Thanh Lâm,6.2,4.6,5.2,,,,,,
Phú Thọ,00047188,Tôn Thất Thanh Quý,4.4,6.8,8.4,,,,3.0,,
Bến Tre,00047189,Triệu Văn Thịnh,8.2,5.0,4.6,,,,9.0,,
Long An,00047190,Chung Hoàng Phú,5.0,7.2,6.0,,,,,,
Đắk Nông,00047191,Quách Lê Huy,4.6,8.0,5.4,,,,,,
Thừa Thiên Huế,00047192,Chung Đình Đình,3.4,5.0,7.8,,,,,,
Trà Vinh,00047193,Trịnh Hữu Khánh,5.8,2.2,8.0,,,5.8,,,
Bình Thuận,00047194,Chế Trung Tiến,2.6,3.8,3.0,,,,,,
Bắc Ninh,00047195,Võ Gia Khánh,3.2,6.6,2.2,,,,,,
Hà Giang,00047196,Mã Hữu Đạt,8.0,3.8,9.2,3.8,,,,,
Hòa Bình,00047197,Vương Thanh Hương,4.2,3.2,6.4,,,,,,
Hưng Yên,00047198,Bạch Thanh Hưng,2.8,2.6,3.8,,,,,,
Hưng Yên,00047199,Phùng Nguyên Khoa,10.0,7.8,5.4,,,,,,
Hậu Giang,00047200,La Phúc Thịnh,8.6,5.4,6.8,,,,,,
Nghệ An,00047201,Đinh Thanh Trâm,6.8,8.0,6.6,,,,,,
Bình Dương,00047202,Quan Thái Bảo,5.6,4.4,4.2,,4.6,,,,
Tuyên Quang,00047203,Tống Gia Ngọc,2.2,2.0,5.4,,,,,3.6,
Kiên Giang,00047204,Hồ Thiên Nga,5.6,4.0,2.4,,,,,,
Lâm Đồng,00047205,Quách Quốc Huy,2.2,9.8,6.6,,,,,,
Đồng Nai,00047206,Ôn Thanh Tú,8.6,2.4,7.0,,,4.6,,,
Thái Bình,00047207,Biện Thanh Hải,2.0,2.4,5.6,,,,,,
Lâm Đồng,00047208,Lưu Thúy Hà,6.2,6.2,3.6,,,,,,
Bắc Giang,00047209,Trình Tấn Tài,7.4,9.4,10.0,,,,,,
Hải Dương,00047210,Diệp Hữu Toàn,7.4,5.2,9.8,,,,1.8,,7.2
Bắc Ninh,00047211,Hứa Duy Bảo,6.0,5.2,9.6,,,,,,
Sơn La,00047212,Thiều Chi Mai,6.2,6.2,4.2,,,,,,0.2
Cần Thơ,00047213,Ngụy Hữu Luân,3.8,6.4,8.6,,,,,,
Bắc Ninh,00047214,Thạch Trọng Tín,2.4,4.2,6.6,,,,,,
Quảng Ngãi,00047215,Tào Ngọc Thi,5.6,7.2,6.8,,,,3.4,,
Đắk Nông,00047216,Tô Ngọc Lâm,2.0,5.2,9.4,,,,,,
Bắc Kạn,00047217,Võ Chấn Hưng,5.6,5.6,4.2,,,,7.4,,
An Giang,00047218,Đàm Thanh Hà,2.8,8.0,4.6,,,,,,
Thừa Thiên Huế,00047219,Cù Thanh Nhân,4.2,5.2,8.6,,,,,,
Kiên Giang,00047220,Bành Hà My,8.6,10.0,9.0,,,,,,
Yên Bái,00047221,Kiều Hoàng Châu,3.8,9.0,4.2,,,,,7.8,
Vĩnh Long,00047222,Chung Kim Anh,4.4,3.8,8.6,,,,3.6,,
Thanh Hóa,00047223,Sơn Văn Trường,7.4,8.8,2.8,,,,,,5.8
Cần Thơ,00047224,Thiều Minh Hoàng,7.4,5.8,9.2,,,,10.0,,
Quảng Ngãi,00047225,Liêu Thái Tuấn,8.2,9.8,3.0,,,,,4.4,
Trà Vinh,00047226,Văn Anh Thơ,6.0,2.0,9.8,,,,,,
Bình Phước,00047227,Chế Hữu Phúc,8.8,4.2,10.0,,,,,5.2,
Vĩnh Phúc,00047228,Đào Thiên Trí,5.2,5.4,6.2,,,,,,
Hòa Bình,00047229,Vương Linh Đan,6.8,9.8,7.6,,,,,,
Ninh Bình,00047230,Lư Ngọc Khánh,3.4,6.2,10.0,,,7.0,,,2.0
Thái Bình,00047231,Trịnh Như Ngọc,9.6,7.2,5.2,,,,3.2,,
Hòa Bình,00047232,Phù Minh Tú,5.0,9.6,5.6,,,,,,
Vĩnh Long,00047233,Mã Minh Hưng,8.8,4.6,7.2,,,4.8,8.2,,
Hà Tĩnh,00047234,Giang Ngọc Linh,4.8,4.0,8.6,,,,,,
Quảng Trị,00047235,Phạm Bảo Hưng,2.0,6.2,4.4,,,,,,
Đà Nẵng,00047236,Tào Mỹ Lan,8.6,3.4,5.2,10.0,,,,,
Bình Thuận,00047237,Ông Kim Linh,3.4,3.6,7.8,,6.6,,,,
Hải Phòng,00047238,Đinh Anh Phương,7.2,7.8,4.2,,,,6.8,,
Quảng Trị,00047239,Liêu Đan Quỳnh,7.4,8.0,4.2,,,,,,
Đồng Tháp,00047240,Viên Quang Tuấn,3.0,2.6,9.8,,,,,,
Hà Giang,00047241,Phùng Uyển My,4.2,6.2,10.0,,,,,,
Hậu Giang,00047242,Đào Diễm My,5.0,6.4,6.6,,,0.4,7.6,,
Cần Thơ,00047243,Trà Uyên Vy,6.6,9.0,4.0,,,,,,
Quảng Bình,00047244,Khổng Phương Duyên,6.6,5.0,3.2,,,,,,2.6
Hải Dương,00047245,Tiêu Thanh Thiện,4.4,5.0,6.8,,,,,,
Phú Thọ,00047246,Lưu Bích Trân,3.4,2.2,4.2,,,,,,
Bình Phước,00047247,Tạ Minh Sơn,7.0,3.6,8.8,,,,,,
Lai Châu,00047248,Phan Kim Anh,10.0,8.0,7.4,,,,,,
Phú Thọ,00047249,Kim Anh Thái,8.2,2.2,7.8,,,,,,
Điện Biên,00047250,Lữ Xuân Bách,7.0,5.4,8.2,,,,,,
Hưng Yên,00047251,Đào Chí Hùng,3.8,7.6,5.8,,8.2,,,,
Hậu Giang,00047252,Vương Bảo Kha,6.6,7.4,9.4,,,,,,
Phú Yên,00047253,Lê Gia Hân,4.8,9.6,6.2,,,,,,
Bình Phước,00047254,Chung Thảo Như,6.8,10.0,7.8,5.6,,,,,
Thanh Hóa,00047255,Vi Phúc Toàn,5.8,5.4,3.6,,,,,,
Bắc Giang,00047256,Khổng Chí Khang,2.6,2.4,7.8,,0.6,,7.8,3.6,
Hải Phòng,00047257,Phù Ánh Ngọc,6.0,7.4,2.6,,,,,0.0,
Hà Tĩnh,00047258,Tôn Thất Hồng Ngọc,2.8,9.8,9.4,,,,,,
Quảng Ngãi,00047259,Lục Mạnh Tiến,8.8,4.4,8.6,,,,,,
Bắc Giang,00047260,Văn Bảo Anh,2.8,4.6,6.0,,,,,,
Vĩnh Phúc,00047261,Trang Mai Thy,6.6,3.2,10.0,,,,9.2,10.0,
Cần Thơ,00047262,Hồng Thúy Nga,4.6,8.0,7.8,,,,,,
Bắc Kạn,00047263,Tôn Kim Thúy,5.8,6.6,7.2,,,,,,
Vĩnh Long,00047264,Bùi Kim Thư,3.4,6.0,10.0,,,,,,
Lào Cai,00047265,Lương Nhã Uyên,4.2,9.0,6.4,,,,,1.4,
Kon Tum,00047266,Đặng Hữu Thiện,9.2,9.8,6.0,,,8.0,,,
Thành phố Hồ Chí Minh,00047267,Vi Bảo Trúc,9.8,4.2,8.2,,,,,,
Bình Dương,00047268,Phương Trường Huy,3.4,5.2,7.4,,,,,,
Vĩnh Long,00047269,Tống Quốc Phong,2.2,6.2,9.8,,,,,,7.6
Thành phố Hồ Chí Minh,00047270,Lư Khánh Duy,3.6,4.2,4.2,6.0,,,,,
Thừa Thiên Huế,00047271,Huỳnh Tường Lam,10.0,8.0,9.2,,,6.8,,,
Hà Nam,00047272,Ngô Chí Hiếu,4.8,2.2,4.2,0.8,,,,,
Sóc Trăng,00047273,Danh Trí Khang,4.4,6.4,6.6,,,,,,
Đồng Tháp,00047274,Lý Nhã Khanh,7.8,7.8,6.4,,4.0,7.0,,,5.0
Kiên Giang,00047275,Lư Hồng Nga,7.4,2.0,6.2,3.0,0.2,,,,
Cà Mau,00047276,Bành Tuệ Mẫn,5.8,5.4,7.2,,,,,,
Ninh Thuận,00047277,Đinh Gia Phúc,3.4,2.4,5.4,,,,,6.2,
Bắc Ninh,00047278,Lê Vân Khánh,4.8,9.0,4.2,,3.8,,,,
Trà Vinh,00047279,Châu Thành Khang,8.8,10.0,9.4,,7.0,,,,
Điện Biên,00047280,Văn Hoàng Bách,7.4,9.8,8.0,,7.8,,,,
Bắc Giang,00047281,Cao Nhất Huy,6.6,3.4,3.4,,,,,,
Quảng Ngãi,00047282,Võ Cao Trí,6.0,6.4,7.8,,,,,,
Hậu Giang,00047283,Ôn Hoàng Khang,5.8,5.4,3.8,,,,,,
An Giang,00047284,Lã Thành Phúc,5.8,9.4,8.6,,,,,,
Bà Rịa – Vũng Tàu,00047285,Mã Bảo Kha,3.4,4.4,3.4,,,,,,
Bình Thuận,00047286,Phù Thanh Nhã,8.0,3.0,2.4,,,,,,
Bắc Kạn,00047287,Văn Thanh Xuân,9.6,7.6,5.8,,3.2,,0.2,,
Tây Ninh,00047288,Cù Minh Nhựt,9.0,2.2,4.2,,,,,,
Đồng Nai,00047289,Bùi Huỳnh Như,3.4,9.4,8.0,,,,,,
Hậu Giang,00047290,Thái Uyển Nhi,3.4,2.6,8.4,,,,,,
Cà Mau,00047291,Ngụy Văn Hậu,9.4,2.6,5.2,,0.8,,,,
Bà Rịa – Vũng Tàu,00047292,Thái Trí Dũng,7.0,8.2,4.2,,,,,,6.2
Điện Biên,00047293,Biện Phúc Khang,8.0,8.4,4.8,,9.0,,,,
Đồng Nai,00047294,Lư Khải Hoàn,6.6,3.8,5.8,,,,,,
Hải Phòng,00047295,Lục Khải Minh,7.6,5.6,9.4,,,,,,8.0
Yên Bái,00047296,Quan Yến Vy,3.8,9.6,9.2,,,,,,
Kon Tum,00047297,Đoàn Anh Nhật,3.2,4.4,4.2,,,,,,
Đắk Nông,00047298,Trình Minh Thảo,3.0,3.8,4.4,,,,,,
Hà Tĩnh,00047299,Viên Hạnh Dung,6.2,9.4,9.0,,,,,,0.0
Bắc Ninh,00047300,Vòng Xuân Trúc,9.0,6.8,4.6,,,,,,
Kiên Giang,00047301,Hàng Thanh Trung,5.6,5.2,5.6,,,,,,
Bình Định,00047302,Hà Nhật Lam,9.6,4.8,3.0,,,,,,
Lâm Đồng,00047303,Lâm Trúc Phương,4.2,2.0,7.8,,,,,,
Quảng Nam,00047304,Mã Tuấn Khanh,5.6,6.8,8.6,,,,,,
Vĩnh Long,00047305,Ninh Hồng Phương,2.8,3.8,8.4,,,,,,
An Giang,00047306,Tống Phương Duy,4.4,6.0,2.8,,,6.4,,9.2,10.0
Trà Vinh,00047307,Đường Hoài Thương,6.2,3.4,5.0,,,,,,
Hải Phòng,00047308,Liêu Tùng Dương,9.0,2.6,2.2,6.2,,,,,
Nam Định,00047309,Châu Ngọc Thy,8.8,7.8,8.4,,6.8,,,,
Hà Nam,00047310,Nhâm Anh Quân,2.4,2.0,7.8,,,,7.0,,
Thái Bình,00047311,Tất Trúc Lam,7.4,5.8,10.0,,,,,,
Quảng Ninh,00047312,Hứa Ngọc Hân,7.4,7.4,7.6,,,3.2,,2.4,
Kiên Giang,00047313,Từ Phước Thịnh,4.8,7.6,2.2,,,,,,
Thành phố Hồ Chí Minh,00047314,Bạch Hoàng Lộc,6.0,3.8,4.2,,,,,,
Hà Nội,00047315,Thái Nhật Tiến,6.2,3.2,3.0,,,,,6.8,
Thành phố Hồ Chí Minh,00047316,Cao Minh Thắng,3.2,8.4,10.0,9.0,,,,,
Phú Thọ,00047317,Nhâm Thanh Nga,9.8,8.8,2.0,,,,,,
Đắk Lắk,00047318,Âu Duy Phát,9.6,9.4,8.4,0.4,,10.0,6.0,,
Bà Rịa – Vũng Tàu,00047319,Trương Băng Băng,2.6,8.6,5.6,,,,,,
Gia Lai,00047320,Trần Thảo Phương,2.6,7.8,8.2,,,,,,0.0
An Giang,00047321,Hứa Minh Dũng,2.6,7.0,3.8,,,,,3.2,
Hà Nội,00047322,Thạch Kim Ánh,6.2,9.4,8.2,,,,9.0,,
Đà Nẵng,00047323,Chế Hoàng Thành,3.6,5.6,6.6,,,,,,
Bà Rịa – Vũng Tàu,00047324,Khưu Chí Vỹ,3.2,9.2,4.8,,,6.2,,,
Hậu Giang,00047325,Hà Quang Thái,8.0,5.6,3.8,,,,,,
Thừa Thiên Huế,00047326,Viên Kim Duyên,3.4,8.4,4.0,,,,,,
Thừa Thiên Huế,00047327,Ngô Quốc Kiệt,6.8,2.0,3.0,5.2,,,,,
Đà Nẵng,00047328,Liêu Hải Phong,4.0,3.8,3.6,,,,,,
Ninh Thuận,00047329,Tào Thanh Như,5.4,3.2,2.6,,,8.2,,,
Hòa Bình,00047330,Trà Yến Vi,10.0,9.0,4.2,,,,,,
Đà Nẵng,00047331,Ninh Thành Huy,5.6,2.8,9.0,,,,,,8.4
Lào Cai,00047332,Tiêu Minh Khoa,7.6,7.2,5.4,,,,,,
Thái Nguyên,00047333,Trần Hồng Ngọc,4.0,5.2,8.2,,2.2,,,,
Hải Dương,00047334,Mạc Thục Nghi,5.8,8.0,9.2,,,,,,
Thái Nguyên,00047335,Khưu Nhật Tân,7.4,9.4,3.0,,,,,5.0,
Quảng Nam,00047336,Lục Kim Oanh,4.2,6.4,6.6,,,,,,
Tiền Giang,00047337,Châu Huyền Trang,2.0,2.4,3.0,,,,,,
Quảng Bình,00047338,Tất Thiên Nga,10.0,6.8,5.8,,,,,,
Đồng Nai,00047339,Đậu Ngọc Trúc,9.0,7.6,3.2,1.8,,,,,
Bình Định,00047340,Sơn Tuệ Lâm,8.8,7.8,4.0,,,,,,
Tây Ninh,00047341,Hoàng Mỹ Trân,5.8,8.6,4.2,9.6,,,,10.0,
Bắc Kạn,00047342,Hoàng Gia Hy,2.2,6.4,3.0,,,,,,
Cần Thơ,00047343,Thi Bảo Khanh,6.0,3.6,3.8,,3.6,,,,
Thái Bình,00047344,Khổng Kim Châu,2.4,6.2,4.2,,,,,,
Ninh Bình,00047345,Mạc Quốc Việt,9.4,9.4,2.6,,6.4,,,,
Quảng Ninh,00047346,Đào Gia Tuấn,6.8,6.8,6.6,,,7.8,,,
Vĩnh Phúc,00047347,Giang Trí Toàn,4.8,2.0,3.4,,,,8.6,,
Ninh Thuận,00047348,Giang Thanh An,6.8,9.6,7.0,,,,,,9.8
Long An,00047349,Ngụy Văn Cường,2.0,7.2,3.6,,,,,,
Gia Lai,00047350,Chu Thanh Hằng,3.8,6.6,5.6,,,8.0,,,
Bạc Liêu,00047351,Ngô Mỹ Dung,5.8,2.4,3.0,,,,,,
Sơn La,00047352,Trần Thanh Thương,2.4,2.4,6.8,,,,,1.6,
Vĩnh Phúc,00047353,Tất Bình Minh,2.6,5.2,9.6,,,,,,
Phú Thọ,00047354,Tôn Thế Vinh,5.4,5.6,9.8,,,,,,
Hải Dương,00047355,Lư Tuyết Nhung,3.4,5.6,8.6,,,,,,
Bình Phước,00047356,Âu Khánh Minh,7.2,8.4,9.8,,,,,,
Phú Thọ,00047357,Đường Thanh Nhã,6.0,9.2,4.4,,,,,,
Lạng Sơn,00047358,Ngô Trung Dũng,3.0,8.6,3.6,1.2,,,,,
Bình Dương,00047359,Vương Minh Sơn,8.0,2.0,4.4,,,,,,3.6
Ninh Thuận,00047360,Dư Ngọc Nhung,6.0,2.0,8.0,,,,,,
Thanh Hóa,00047361,Phù Văn Trường,2.6,3.0,8.0,,,,9.0,,
Vĩnh Long,00047362,Lục Anh Khôi,3.2,7.8,6.2,,4.4,,,,
Đắk Nông,00047363,Liêu Kim Thanh,4.0,2.4,7.4,,,,,,
Nghệ An,00047364,Từ Minh Kha,9.0,2.0,5.0,,,,,,
Quảng Nam,00047365,Vòng Lan Hương,2.0,4.2,5.6,,,,,,
Bình Phước,00047366,Trần Thùy Trâm,7.0,8.6,9.8,,,,,,
Quảng Nam,00047367,Võ Quốc Thiện,6.8,9.8,4.2,,,,,,
Bến Tre,00047368,Sơn Minh Hòa,4.0,9.4,8.4,4.2,,,,,
Khánh Hòa,00047369,Cao Quốc Cường,6.6,2.4,3.4,7.6,,,,,
Cao Bằng,00047370,Đường Chí Hào,2.4,10.0,6.4,,2.0,,,,
Quảng Bình,00047371,Cù Văn Tiến,3.4,3.6,4.8,0.2,6.8,,,,9.0
Hà Nam,00047372,Đỗ Thanh Tú,2.6,2.6,2.2,6.8,,,,,
Kiên Giang,00047373,Đỗ Hoàng Thiện,9.4,6.0,9.4,,,,,,1.8
Bà Rịa – Vũng Tàu,00047374,Lương Nguyên Khôi,3.4,5.8,4.2,9.6,,,,,
Thanh Hóa,00047375,Ngụy Triệu Vy,2.2,4.0,3.0,,,,,,2.0
Bắc Kạn,00047376,Trình Thiên Phước,6.2,8.8,4.2,7.6,,,,,
Sơn La,00047377,Quan Khánh Ngân,8.0,5.0,5.6,,,,,,
Hòa Bình,00047378,Tất Ngọc Nghi,9.0,2.4,2.4,,,3.2,,,0.2
Đắk Nông,00047379,Lai Hạnh Nguyên,7.6,7.4,10.0,,,,,,
Bình Dương,00047380,Chung Đình Toàn,3.4,7.4,6.8,,,,,,
Quảng Ngãi,00047381,Kim Gia Tuệ,9.0,8.0,9.2,,,2.8,,,
Bắc Giang,00047382,Tăng Như Ngọc,7.2,3.4,8.2,,,,,,
Hải Dương,00047383,Tiêu Đình Khang,6.8,8.6,5.0,,,,,,9.4
Kiên Giang,00047384,Dương Thu Ngọc,5.0,9.0,7.4,,,,,,
Điện Biên,00047385,La Đại Dương,3.2,9.4,10.0,,,,,5.6,
Hậu Giang,00047386,Trà Nhật Linh,4.6,6.2,4.0,,,,,,
Bạc Liêu,00047387,Mai Hoài Phúc,9.6,3.6,4.4,,,,,,
Điện Biên,00047388,Bạch Mai Anh,7.2,2.8,8.2,,,,,0.8,
Đắk Lắk,00047389,Từ Bích Phượng,3.4,8.2,8.4,,,,,,
Ninh Bình,00047390,Phương Tấn Khoa,9.2,9.2,2.4,,9.4,,,,9.2
Bạc Liêu,00047391,Mã Minh Long,3.4,6.4,4.0,,,,,,
Kiên Giang,00047392,Lưu Thị Thảo,4.0,7.4,5.8,,,,,,
Quảng Trị,00047393,Trương Uyên Trang,4.0,8.2,2.8,,,,,,
Hà Nam,00047394,Lai Cát Tiên,7.6,4.6,8.8,,,,,,
Thanh Hóa,00047395,Trầm Hào Nam,6.4,6.6,3.4,,,,,,
Điện Biên,00047396,Đậu Hoài Thương,9.0,5.6,7.0,,,,,,
Hậu Giang,00047397,Lục Đình Phúc,10.0,6.2,5.0,,,,,,
Thanh Hóa,00047398,Lưu Kiều Duyên,9.6,2.8,5.0,3.6,,,,,
Nghệ An,00047399,Diệp Minh Ngọc,4.0,6.4,4.8,,,,,,
Vĩnh Long,00047400,Tống Phúc Thiên,3.0,6.6,4.6,,,,,,
Quảng Ninh,00047401,Kiều Nam Anh,5.2,7.8,3.0,,,,,,
Hậu Giang,00047402,Tôn Bảo Lâm,2.6,8.8,5.8,,,,,,
Bắc Giang,00047403,Lục Minh Phúc,9.4,7.6,5.2,,,,,,
Hà Giang,00047404,Đào Ngọc Uyên,8.8,9.8,9.6,,,,,,
Đồng Nai,00047405,Tào Minh Châu,5.4,2.2,2.6,3.4,,,,,
Hòa Bình,00047406,Cù Tuấn Nghĩa,8.8,8.4,2.4,9.0,,,,,
Thành phố Hồ Chí Minh,00047407,Viên Lê Khanh,6.0,3.8,5.0,,,,,,
Phú Thọ,00047408,Thi Duy Khoa,4.6,8.8,6.8,,,,,,
An Giang,00047409,Vi Quỳnh An,4.0,5.6,2.8,,,,,,
Hà Giang,00047410,Tôn Văn Thắng,3.4,6.0,3.4,5.4,,,,,
Ninh Bình,00047411,Mạch Hiền Mai,4.6,8.4,4.2,,,6.6,,4.0,
Hà Giang,00047412,Bạch Trúc Nhi,4.0,5.8,6.8,,,,,,
Bình Định,00047413,Giang Văn Thuận,7.4,7.8,5.2,,,,,,
Hải Phòng,00047414,Phương Khánh Uyên,8.2,7.6,4.2,,,,,,
Tiền Giang,00047415,Võ Duy Quang,7.4,4.4,6.8,4.6,,,,,
Bình Định,00047416,Châu Trọng Hiếu,5.0,10.0,4.2,,,,,,
Cao Bằng,00047417,Thạch Hồng Ân,2.2,4.4,2.4,,,,,,
Hải Dương,00047418,Vũ Minh Thái,7.2,2.6,7.2,,,,,,
Lâm Đồng,00047419,Tạ Phương Đông,5.8,2.8,5.4,,,,,,
Bạc Liêu,00047420,Thi Như Tâm,6.8,3.6,3.0,,,,,,
Gia Lai,00047421,Phùng Minh Nhân,2.8,9.6,6.0,,,,,,
Hà Tĩnh,00047422,Trà Phương Thúy,9.8,6.2,4.8,,4.8,,3.2,,1.2
Thái Nguyên,00047423,Hoàng Hải Phong,5.6,9.6,4.8,,3.0,,,,
Hưng Yên,00047424,Đào Đức Phú,7.0,10.0,4.0,,,,,,
Thành phố Hồ Chí Minh,00047425,Sơn Phúc Thiện,8.8,7.2,5.6,,,8.4,,,
Hà Nam,00047426,Văn Bảo Thư,9.6,5.8,4.8,,,6.2,,,6.4
Điện Biên,00047427,Chung Minh Tuyền,9.0,4.6,5.4,,,,,,0.0
Hưng Yên,00047428,Quan Gia Phát,2.0,2.2,10.0,0.6,,,,,
